"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"2","2","Lat-Nam Adept","bro","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","56","False","False","0.08"
"1","1","Lattice-Blade Mantis","one","Near Mint","Spanish","","","2025-01-17 08:57:57.383000","173","False","False",""
"1","1","Laughing Mad","fin","Near Mint","English","","","2025-07-01 06:01:22.713000","143","False","False",""
"4","4","Lava Dart","mh1","Near Mint","English","","","2025-12-14 16:25:30.017000","134","False","False",""
"1","1","Lavaclaw Reaches","eos","Near Mint","English","","","2025-08-05 17:22:38.143000","22","False","False",""
"1","1","Lavinia, Foil to Conspiracy","clu","Near Mint","English","foil","","2025-05-25 11:23:38.607000","284","False","False","0.37"
"4","4","Lead the Stampede","ima","Near Mint","English","","","2024-10-21 11:39:41.757000","173","False","False",""
"1","1","Leapfrog","clu","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","89","False","False","0.17"
"1","1","Leapfrog","clu","Near Mint","English","","","2025-11-24 17:25:14.333000","89","False","False","0.17"
"1","1","Leave in the Dust","aer","Near Mint","English","","","2025-04-28 06:37:25.550000","37","False","False","0.04"
"2","2","Lembas","ltr","Near Mint","Spanish","","","2025-11-17 08:09:05.513000","243","False","False","0.63"
"4","4","Lembas","ltr","Near Mint","English","","","2025-10-23 22:03:39.030000","243","False","False",""
"1","1","Leonardo, Sewer Samurai","tmt","Near Mint","English","foil","","2026-03-16 09:35:18.697000","215","False","False",""
"1","1","Lethal Scheme","tdc","Near Mint","Spanish","","","2025-04-16 17:31:54.823000","184","False","False",""
"1","1","Let's Play a Game","dsk","Near Mint","English","","","2024-10-22 09:54:07.850000","105","False","False",""
"1","1","Leyline of Resonance","dsk","Near Mint","English","","","2024-10-22 08:32:56.753000","143","False","False",""
"1","1","Lictor","40k","Near Mint","English","","","2024-10-21 21:10:34.983000","94","False","False",""
"1","1","Life from the Loam","tdc","Near Mint","Spanish","","","2025-04-16 17:31:10.760000","96","False","False",""
"1","1","Life Goes On","m21","Near Mint","Spanish","","","2025-06-08 10:11:03.323000","192","False","False",""
"1","1","Life Insurance","dsc","Near Mint","Spanish","","","2024-10-21 12:11:10.063000","224","False","False",""
"1","1","Lifecrafter's Gift","cmr","Near Mint","English","","","2025-09-02 19:07:34.517000","240","False","False",""
"1","1","Lifecreed Duo","blb","Near Mint","English","foil","","2024-10-22 09:24:48.097000","20","False","False",""
"1","1","Light of Judgment","fin","Near Mint","Spanish","","","2025-06-23 16:34:13.207000","144","False","False","0.03"
"1","1","Lightning Bolt","m11","Near Mint","English","","","2025-01-14 09:50:23.000000","149","False","False",""
"1","1","Lightning Bolt","clu","Near Mint","English","","","2025-11-17 08:09:05.513000","141","False","False","1.31"
"1","1","Lightning Bolt","clb","Near Mint","English","","","2025-12-14 16:26:31.893000","401","False","False",""
"1","1","Lightning Bolt","fca","Near Mint","English","","","2025-07-01 06:04:50.650000","40","False","False",""
"1","1","Lightning Bolt","clb","Near Mint","English","","","2025-11-12 10:11:55.850000","401","False","False","1.47"
"1","1","Lightning Greaves","tdc","Near Mint","English","","","2025-05-15 08:43:29.950000","102","False","False",""
"1","1","Lightning Greaves","c19","Near Mint","English","","","2024-10-27 22:30:58.783000","217","False","False",""
"1","1","Lightning Helix","mkm","Near Mint","Spanish","","","2024-12-06 10:59:32.377000","426","False","False",""
"1","1","Lightning Mauler","inr","Near Mint","Spanish","","","2025-01-25 23:32:16.457000","163","False","False",""
"1","1","Lightning Strike","tla","Near Mint","English","","","2025-11-15 16:33:07.270000","146","False","False","0.08"
"3","3","Lightning Strike","dmu","Near Mint","Spanish","","","2024-11-08 12:10:01.587000","137","False","False",""
"1","1","Lightshell Duo","fdn","Near Mint","English","foil","","2024-12-21 09:53:09.150000","157","False","False",""
"1","1","Lightshell Duo","fdn","Near Mint","English","","","2025-04-28 06:37:25.550000","157","False","False","0.05"
"1","1","Lightshell Duo","fdn","Near Mint","Spanish","","","2024-11-09 09:25:36.130000","157","False","False",""
"1","1","Lightshell Duo","fdn","Near Mint","English","","","2025-11-24 17:25:14.333000","157","False","False","0.04"
"1","1","Lightshell Duo","fdn","Near Mint","English","","","2025-10-05 12:50:36.490000","157","False","False",""
"1","1","Lightshield Parry","dft","Near Mint","English","","","2025-08-05 16:30:28.470000","19","False","False","0.02"
"1","1","Lightstall Inquisitor","eoe","Near Mint","English","","","2025-11-12 10:11:55.850000","24","False","False","0.47"
"4","4","Lightstall Inquisitor","eoe","Near Mint","English","","","2025-10-14 09:23:36.167000","24","False","False","0.83"
"1","1","Lightwheel Enhancements","dft","Near Mint","English","","","2025-03-03 13:45:43.177000","20","False","False",""
"1","1","Lilypad Village","blb","Near Mint","Spanish","","","2024-10-22 10:11:46.563000","255","False","False",""
"1","1","Liminal Hold","ecl","Near Mint","Spanish","","","2026-03-16 09:34:40.437000","24","False","False","0.03"
"1","1","Linebreaker Baloth","dmu","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","168","False","False","0.03"
"2","2","Lionheart Glimmer","dsk","Near Mint","English","","","2024-10-22 09:38:21.927000","19","False","False",""
"1","1","Liquimetal Torque","mh2","Near Mint","English","","","2024-10-21 10:21:18.497000","228","False","False",""
"1","1","Lithobraking","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","142","False","False","0.08"
"1","1","Lithobraking","eoe","Near Mint","English","foil","","2025-08-21 20:56:37.747000","142","False","False","0.12"
"1","1","Live or Die","dsk","Near Mint","English","","","2024-10-22 09:50:04.047000","107","False","False",""
"1","1","Living Death","tdc","Near Mint","Spanish","","","2025-04-16 17:31:14.753000","185","False","False",""
"5","5","Living Phone","dsk","Near Mint","English","","","2024-10-27 22:40:54.467000","20","False","False",""
"1","1","Living Tempest","znr","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","65","False","False","0.03"
"1","1","Llanowar Elves","fdn","Near Mint","English","","","2025-08-05 16:07:32.120000","227","False","False",""
"1","1","Llanowar Envoy","dom","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","169","False","False","0.07"
"1","1","Llanowar Stalker","dmu","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","171","False","False","0.07"
"1","1","Llanowar Wastes","tdc","Near Mint","Spanish","","","2025-04-16 17:33:52.490000","376","False","False",""
"1","1","Loading Zone","eoe","Near Mint","Spanish","","","2025-08-05 17:34:28.167000","196","False","False",""
"1","1","Loan Shark","otj","Near Mint","English","","","2025-04-28 06:37:25.550000","55","False","False","0.06"
"1","1","Lobber Crew","rtr","Near Mint","English","","","2024-10-21 10:42:05.160000","99","False","False",""
"1","1","Longstalk Brawl","blb","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","182","False","False","0.07"
"1","1","Longstalk Brawl","blb","Near Mint","English","","","2025-11-24 17:25:14.333000","182","False","False","0.07"
"2","2","Longtusk Cub","kld","Near Mint","English","","","2025-04-28 06:37:25.550000","161","False","False","0.15"
"1","1","Lord of Extinction","tdc","Near Mint","Spanish","","","2025-04-16 17:28:19.440000","295","False","False",""
"1","1","Lord of the Forsaken","tdc","Near Mint","Spanish","","","2025-04-16 17:28:24.327000","186","False","False",""
"4","4","Lórien Revealed","ltr","Near Mint","English","","","2025-11-13 19:05:27.030000","60","False","False",""
"1","1","Lost Days","tla","Near Mint","English","","","2025-11-15 16:33:07.270000","62","False","False","0.05"
"1","1","Lost in Space","eoe","Near Mint","English","","","2025-08-21 20:56:37.747000","62","False","False","0.02"
"2","2","Lost in Space","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","62","False","False","0.02"
"1","1","Lotusguard Disciple","dft","Near Mint","English","","","2025-03-03 13:45:32.743000","21","False","False",""
"1","1","Loxodon Battle Priest","tdm","Near Mint","Spanish","","","2025-06-25 07:03:34.787000","15","False","False",""
"1","1","Loxodon Mystic","10e","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","26","False","False","0.04"
"2","2","Loxodon Sergeant","war","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","21","False","False","0.05"
"1","1","Loxodon Warhammer","cmr","Near Mint","Spanish","","","2024-10-21 10:36:16.320000","465","False","False",""
"4","4","Lumen-Class Frigate","eoe","Near Mint","English","","","2025-10-14 09:23:36.167000","25","False","False","0.27"
"1","1","Luminarch Ascension","ps11","Near Mint","Spanish","","","2025-07-04 17:32:01.647000","13","False","False",""
"1","1","Luminollusk","ecl","Near Mint","Spanish","","","2026-01-19 17:35:55.460000","179","False","False","0.09"
"8","8","Lunarch Veteran // Luminous Phantom","mid","Near Mint","Spanish","","","2024-11-08 09:52:08.783000","27","False","False",""
"1","1","Lurking Lizards","spm","Near Mint","English","","","2025-10-05 12:47:27.610000","107","False","False",""
"2","2","Lush Oasis","m3c","Near Mint","English","","","2025-04-28 06:37:25.550000","356","False","False","0.15"
"1","1","Lush Oasis","m3c","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","356","False","False","0.15"
"2","2","Luxknight Breacher","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","26","False","False","0.10"
"1","1","Luxknight Breacher","eoe","Near Mint","English","foil","","2025-08-21 20:56:37.747000","26","False","False","0.14"
"1","1","Luxknight Breacher","eoe","Near Mint","English","","","2025-09-01 16:39:28.257000","26","False","False","0.13"
"1","1","Luxknight Breacher","eoe","Near Mint","English","","","2025-08-21 20:56:37.747000","26","False","False","0.10"
"1","1","Lys Alana Informant","ecl","Near Mint","Spanish","","","2026-01-19 17:35:55.460000","181","False","False","0.14"
"1","1","Macabre Reconstruction","mkm","Near Mint","English","","","2024-10-22 09:58:17.913000","93","False","False",""
"1","1","Macabre Waltz","fdn","Near Mint","English","","","2024-12-21 09:49:48.770000","177","False","False",""
"1","1","Machine Over Matter","bro","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","57","False","False","0.06"
"1","1","Maelstrom Colossus","cmr","Near Mint","English","","","2025-09-02 19:06:41.517000","322","False","False",""
"1","1","Maestros Theater","snc","Near Mint","Spanish","","","2024-10-21 10:34:29.057000","251","False","False",""
"1","1","Magda, Brazen Outlaw","khm","Near Mint","English","","","2024-11-18 19:33:04.473000","312","False","False",""
"2","2","Magic Damper","fin","Near Mint","Spanish","","","2025-06-23 16:34:13.207000","61","False","False","0.08"
"1","1","Magitek Infantry","fin","Near Mint","Spanish","","","2025-06-23 16:34:13.207000","25","False","False","0.06"
"3","3","Magnigoth Sentry","fdn","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","556","False","False","0.11"
"2","2","Magnigoth Sentry","dmu","Near Mint","Spanish","","","2024-11-08 12:03:53.390000","172","False","False",""
"1","1","Magus Lucea Kane","40k","Near Mint","English","foil","","2024-12-23 00:00:57.250000","174","False","False",""
"1","1","Magus of the Wheel","c19","Near Mint","English","","","2025-01-14 09:47:57.200000","149","False","False",""
"1","1","Mai, Jaded Edge","tla","Near Mint","English","","","2025-11-15 16:30:46.850000","147","False","False",""
"1","1","Make Your Move","fdn","Near Mint","English","","","2025-11-24 17:25:14.333000","143","False","False","0.06"
"1","1","Make Your Move","fdn","Near Mint","Spanish","","","2024-11-14 09:22:02.427000","143","False","False",""
"4","4","Makeshift Munitions","cmm","Near Mint","Spanish","","","2025-10-14 09:23:36.167000","242","False","False","0.14"
"1","1","Makindi Ox","znr","Near Mint","English","","","2025-04-28 06:37:25.550000","25","False","False","0.03"
"1","1","Makindi Ox","znr","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","293","False","False","0.04"
"1","1","Makindi Ox","znr","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","25","False","False","0.03"
"1","1","Malamet Brawler","lci","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","199","False","False","0.14"
"1","1","Malanthrope","40k","Near Mint","English","","","2024-10-21 15:45:22.937000","132","False","False",""
"1","1","Malboro","fin","Near Mint","English","","","2025-07-01 06:00:47.790000","106","False","False",""
"1","1","Malcator's Watcher","one","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","58","False","False","0.06"
"2","2","Malevolent Chandelier","dsk","Near Mint","English","","","2024-10-22 10:02:09.697000","252","False","False",""
"1","1","Malevolent Rumble","mh3","Near Mint","English","","","2025-12-14 16:27:59.707000","161","False","False",""
"1","1","Malevolent Rumble","mh3","Near Mint","Spanish","","","2025-11-17 08:09:05.513000","161","False","False","1.12"
"1","1","Malevolent Rumble","mh3","Near Mint","Spanish","","","2025-11-12 10:11:55.850000","161","False","False","1.18"
"1","1","Mana Bloom","rtr","Near Mint","English","","","2024-10-18 22:59:17.187000","130","False","False",""
"1","1","Manabarbs","10e","Near Mint","Spanish","","","2024-10-21 10:21:49.137000","218","False","False",""
"3","3","Manifest Dread","dsk","Near Mint","English","","","2024-10-21 21:08:14.850000","189","False","False",""
"2","2","Manifold Mouse","blb","Near Mint","Spanish","","","2024-10-22 08:45:21.060000","143","False","False",""
"2","2","Man-o'-War","dmr","Near Mint","English","","","2025-11-24 17:25:14.333000","58","False","False","0.09"
"4","4","Man-o'-War","dmr","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","58","False","False","0.09"
"2","2","Many Partings","ltr","Near Mint","English","","","2024-11-08 11:51:52.473000","176","False","False",""
"2","2","Maraleaf Rider","eld","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","166","False","False","0.03"
"1","1","Marang River Regent // Coil and Catch","tdm","Near Mint","English","","","2025-05-18 06:34:58.803000","51","False","False",""
"2","2","Marauding Blight-Priest","fdn","Near Mint","Spanish","","","2024-11-14 09:22:46.010000","178","False","False",""
"1","1","Marauding Mako","dft","Near Mint","English","","","2025-03-03 13:43:54.100000","138","False","False",""
"1","1","Marble Diamond","voc","Near Mint","Spanish","","","2025-11-17 08:09:05.513000","165","False","False","0.19"
"1","1","Marble Diamond","clb","Near Mint","English","","","2025-11-24 17:25:14.333000","446","False","False","0.11"
"1","1","Marching Duodrone","clb","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","321","False","False","0.09"
"1","1","Mardu Hordechief","ktk","Near Mint","English","","","2025-04-28 06:37:25.550000","17","False","False","0.07"
"2","2","Mardu Monument","tdm","Near Mint","Spanish","","","2025-09-17 22:57:27.087000","245","False","False",""
"1","1","Marina Vendrell's Grimoire","dsk","Near Mint","English","","","2024-10-22 07:38:17.523000","64","False","False",""
"1","1","Martial Impetus","clu","Near Mint","English","","","2025-04-28 06:37:25.550000","65","False","False","0.09"
"1","1","Martial Impetus","clb","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","33","False","False","0.08"
"3","3","Martyr of Sands","uma","Near Mint","English","","","2025-10-14 09:23:36.167000","25","False","False","0.17"
"1","1","Martyr's Soul","mh1","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","19","False","False","0.11"
"1","1","Marvin, Murderous Mimic","dsk","Near Mint","English","","","2025-05-04 13:53:09.290000","253","False","False",""
"1","1","Marvin, Murderous Mimic","dsk","Near Mint","Spanish","","","2025-02-01 01:09:53.057000","253","False","False",""
"2","2","Masked Vandal","khm","Near Mint","English","","","2024-10-24 12:49:52.803000","184","False","False",""
"1","1","Mass Manipulation","rna","Near Mint","Spanish","","","2024-10-18 22:36:32.250000","42","False","False",""
"2","2","Mass Production","bro","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","15","False","False","0.09"
"1","1","Mathise, Surge Channeler","slx","Near Mint","English","","","2025-05-25 11:23:38.607000","25","False","False","3.20"
"1","1","Mauhúr, Uruk-hai Captain","ltr","Near Mint","English","","","2024-11-08 11:53:49.957000","214","False","False",""
"1","1","Mawloc","40k","Near Mint","English","","","2024-10-18 22:30:22.037000","133","False","False",""
"2","2","Maximum Overdrive","dft","Near Mint","English","","","2025-08-05 16:30:28.470000","96","False","False","0.07"
"1","1","Mayhem Devil","dsc","Near Mint","English","","","2025-01-13 18:42:56.017000","225","False","False",""
"1","1","Meat Locker // Drowned Diner","dsk","Near Mint","Spanish","","","2025-03-30 09:03:27.430000","65","False","False",""
"2","2","Meat Locker // Drowned Diner","dsk","Near Mint","English","","","2024-10-22 07:45:37.347000","65","False","False",""
"1","1","Meat Locker // Drowned Diner","dsk","Near Mint","Spanish","","","2025-08-05 16:30:28.470000","65","False","False","0.17"
"2","2","Mechan Assembler","eoe","Near Mint","English","","","2025-08-21 20:56:37.747000","63","False","False","0.09"
"1","1","Mechan Assembler","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","63","False","False","0.09"
"1","1","Mechan Navigator","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","64","False","False","0.11"
"1","1","Mechan Shieldmate","eoe","Near Mint","English","","","2025-08-21 20:56:37.747000","65","False","False","0.03"
"3","3","Mechan Shieldmate","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","65","False","False","0.03"
"1","1","Mechanozoa","eoe","Near Mint","English","foil","","2025-09-01 16:39:28.257000","66","False","False","0.05"
"1","1","Mechanozoa","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","66","False","False","0.05"
"1","1","Mechanozoa","eoe","Near Mint","English","","","2025-09-01 16:39:28.257000","66","False","False","0.08"
"1","1","Mechanozoa","eoe","Near Mint","English","","","2025-09-17 22:51:27.890000","66","False","False",""
"1","1","Medomai's Prophecy","thb","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","53","False","False","0.08"
"1","1","Meeting of Minds","mom","Near Mint","English","","","2026-01-09 09:14:14.900000","66","False","False",""
"1","1","Melded Moxite","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","143","False","False","0.05"
"1","1","Melded Moxite","eoe","Near Mint","English","","","2025-09-17 22:51:40.047000","143","False","False",""
"1","1","Meltstrider Eulogist","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","197","False","False","0.09"
"2","2","Meltstrider's Gear","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","198","False","False","0.02"
"1","1","Meltstrider's Gear","eoe","Near Mint","Spanish","foil","","2025-08-21 20:56:37.747000","198","False","False","0.02"
"2","2","Meltstrider's Gear","eoe","Near Mint","English","","","2025-08-21 20:56:37.747000","198","False","False","0.02"
"2","2","Meltstrider's Resolve","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","199","False","False","0.11"
"1","1","Memorial Team Leader","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","144","False","False","0.11"
"2","2","Memorial Team Leader","eoe","Near Mint","English","","","2025-08-21 20:56:37.747000","144","False","False","0.11"
"1","1","Memorial to Folly","tdc","Near Mint","Spanish","","","2025-04-16 17:33:56.210000","377","False","False",""
"1","1","Memorial Vault","eoe","Near Mint","Spanish","","","2025-08-05 17:29:57.683000","145","False","False",""
"1","1","Menagerie Liberator","cn2","Near Mint","English","","","2024-10-21 21:12:53.117000","67","False","False",""
"1","1","Mental Modulation","eoe","Near Mint","English","","","2025-09-01 16:39:28.257000","67","False","False","0.09"
"2","2","Mental Modulation","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","67","False","False","0.08"
"2","2","Mental Note","jud","Near Mint","Spanish","","","2025-11-24 08:10:05.670000","46","False","False",""
"3","3","Merchant of Many Hats","tla","Near Mint","English","","","2025-11-15 16:29:30.727000","110","False","False",""
"1","1","Meren of Clan Nel Toth","tdc","Near Mint","Spanish","","","2025-04-16 17:28:29.033000","297","False","False",""
"1","1","Merfolk Looter","ddt","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","10","False","False","0.09"
"1","1","Merfolk Skydiver","lcc","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","277","False","False","0.27"
"1","1","Meriadoc Brandybuck","ltr","Near Mint","English","","","2024-11-08 11:51:52.473000","177","False","False",""
"3","3","Mesa Cavalier","dmu","Near Mint","Spanish","","","2024-11-08 12:03:53.390000","26","False","False",""
"1","1","Mesa Enchantress","dsc","Near Mint","Spanish","","","2024-10-21 12:00:35.333000","68","False","False",""
"1","1","Mesa Lynx","znr","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","28","False","False","0.03"
"1","1","Messenger Hawk","tla","Near Mint","English","","","2025-11-15 16:33:07.270000","234","False","False","0.09"
"1","1","Metallurgic Summonings","kld","Near Mint","Spanish","","","2024-11-12 11:16:35.747000","56","False","False",""
"1","1","Metamorphosis Fanatic","dsc","Near Mint","Spanish","","","2024-10-21 12:00:39.487000","21","False","False",""
"2","2","Miasma Demon","dsk","Near Mint","English","","","2024-10-22 09:54:28.310000","109","False","False",""
"1","1","Miasma Demon","dsk","Near Mint","English","foil","","2024-10-22 09:49:03.720000","109","False","False",""
"1","1","Michelangelo, Weirdness to 11","tmt","Near Mint","English","","","2026-03-16 09:35:54.110000","214","False","False",""
"1","1","Midnight Clock","m3c","Near Mint","English","","","2024-10-21 10:28:22.517000","189","False","False",""
"1","1","Midnight Mayhem","dsk","Near Mint","English","","","2024-10-21 15:33:57.097000","222","False","False",""
"1","1","Midnight Snack","fdn","Near Mint","Spanish","","","2024-11-14 09:16:56.303000","65","False","False",""
"1","1","Midnight Snack","fdn","Near Mint","English","","","2025-11-24 17:25:14.333000","65","False","False","0.17"
"1","1","Midnight Tilling","ecl","Near Mint","Spanish","","","2026-01-19 17:35:55.460000","182","False","False","0.19"
"1","1","Might of Murasa","znr","Near Mint","Spanish","","","2024-10-21 21:06:20.173000","194","False","False",""
"2","2","Might of the Masses","2xm","Near Mint","French","","","2025-01-14 09:51:50.853000","176","False","False",""
"1","1","Mighty Leap","m11","Near Mint","Spanish","","","2024-10-30 10:32:48.407000","22","False","False",""
"1","1","Migrating Ketradon","dft","Near Mint","English","","","2025-08-05 16:30:28.470000","170","False","False","0.13"
"3","3","Military Discipline","bro","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","17","False","False","0.08"
"4","4","Militia Bugler","m19","Near Mint","Spanish","","","2024-10-23 09:45:25.490000","29","False","False",""
"1","1","Millikin","tdc","Near Mint","Spanish","","","2025-04-16 17:28:34.433000","321","False","False",""
"1","1","Mind Control","m11","Near Mint","Spanish","","","2024-10-27 22:33:43.150000","67","False","False",""
"1","1","Mind Spiral","blb","Near Mint","Spanish","","","2024-10-22 07:36:17.640000","59","False","False",""
"1","1","Mind Spiral","blb","Near Mint","English","","","2025-11-24 17:25:14.333000","59","False","False","0.06"
"1","1","Mind Spring","blb","Near Mint","Spanish","","","2024-10-18 23:06:18.263000","389","False","False",""
"1","1","Mind Stone","blc","Near Mint","English","","","2024-10-21 10:38:13.713000","280","False","False",""
"1","1","Mind Stone","dsc","Near Mint","Spanish","","","2024-10-21 12:04:59.407000","248","False","False",""
"1","1","Mind Stone","ltc","Near Mint","English","","","2024-11-08 11:53:49.957000","282","False","False",""
"1","1","Mind Stone","dmr","Near Mint","English","","","2024-11-18 19:34:04.373000","232","False","False",""
"1","1","Mine Collapse","mh2","Near Mint","English","","","2025-01-28 09:44:22.567000","408","False","False",""
"3","3","Mine Raider","otj","Near Mint","English","","","2025-04-28 06:37:25.550000","135","False","False","0.07"
"2","2","Mintstrosity","woe","Near Mint","English","","","2025-11-24 17:25:14.333000","100","False","False","0.02"
"2","2","Mire's Grasp","thb","Near Mint","Spanish","","","2025-11-24 17:03:07.267000","106","False","False",""
"1","1","Mirran Bardiche","one","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","22","False","False","0.05"
"1","1","Mirrormade","dsc","Near Mint","Spanish","","","2024-10-21 12:11:17.947000","120","False","False",""
"1","1","Mischievous Sneakling","ecl","Near Mint","Spanish","","","2026-01-19 17:35:55.460000","235","False","False","0.13"
"1","1","Mission Briefing","mkc","Near Mint","English","","","2024-10-31 14:05:29.013000","110","False","False",""
"1","1","Mistcutter Hydra","ths","Near Mint","Spanish","","","2025-05-08 19:02:48.390000","162","False","False",""
"2","2","Mistford River Turtle","eld","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","56","False","False","0.10"
"1","1","Mistmeadow Council","ecl","Near Mint","Spanish","","","2026-01-19 17:35:55.460000","183","False","False","0.17"
"1","1","Mistral Charger","rvr","Near Mint","English","","","2025-11-24 17:25:14.333000","24","False","False","0.10"
"1","1","Mistrise Village","tdm","Near Mint","Spanish","","","2025-05-09 13:27:47.950000","261","False","False",""
"1","1","Mistwalker","khm","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","68","False","False","0.08"
"1","1","Mizzix's Mastery","otc","Near Mint","English","","","2024-11-08 09:56:09.827000","175","False","False",""
"1","1","Mm'menon, the Right Hand","eoe","Near Mint","Spanish","","","2025-08-05 17:37:38.440000","68","False","False",""
"1","1","Mm'menon, Uthros Exile","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","221","False","False","0.07"
"1","1","Mm'menon, Uthros Exile","eoe","Near Mint","English","","","2025-08-21 20:59:33.820000","221","False","False",""
"3","3","Moldering Gym // Weight Room","dsk","Near Mint","English","","","2024-10-27 22:42:27.100000","190","False","False",""
"1","1","Moldervine Cloak","rvr","Near Mint","English","","","2024-10-21 21:13:06.710000","150","False","False",""
"1","1","Molecular Modifier","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","146","False","False","0.07"
"1","1","Molten Slagheap","c13","Near Mint","Spanish","","","2024-11-08 09:52:55.157000","306","False","False",""
"1","1","Molten Tributary","dmu","Near Mint","Spanish","","","2024-11-19 10:46:59.180000","251","False","False",""
"1","1","Monastery Siege","frf","Near Mint","Spanish","","","2024-10-21 10:51:18.143000","43","False","False",""
"2","2","Mongoose Lizard","tla","Near Mint","English","","","2025-11-15 16:33:07.270000","148","False","False","0.05"
"1","1","Monk's Fist","fin","Near Mint","Spanish","","","2025-06-23 16:34:13.207000","265","False","False","0.02"
"1","1","Monoist Circuit-Feeder","eoe","Near Mint","English","","","2025-08-21 20:56:37.747000","110","False","False","0.09"
"1","1","Monoist Sentry","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","111","False","False","0.08"
"1","1","Monologue Tax","dsc","Near Mint","Spanish","","","2024-10-21 12:11:29.523000","100","False","False",""
"1","1","Monstrous Emergence","dsk","Near Mint","English","","","2025-05-25 11:23:38.607000","191","False","False","0.08"
"7","7","Monstrous Emergence","dsk","Near Mint","English","","","2024-12-21 09:43:11.843000","191","False","False",""
"1","1","Moodmark Painter","j25","Near Mint","Spanish","","","2024-12-06 11:08:16.047000","463","False","False",""
"1","1","Moon-Blessed Cleric","dsc","Near Mint","Spanish","","","2024-10-21 12:00:43.460000","69","False","False",""
"1","1","Moon-Circuit Hacker","neo","Near Mint","English","","","2025-11-24 17:25:14.333000","67","False","False","0.19"
"1","1","Moonlit Lamenter","ecl","Near Mint","Spanish","","","2026-03-16 09:34:40.437000","26","False","False","0.11"
"1","1","Moonlit Meditation","eoe","Near Mint","English","","","2025-08-05 17:36:34.887000","69","False","False",""
"1","1","Moonrise Cleric","blb","Near Mint","Spanish","","","2025-08-05 16:30:28.470000","226","False","False","0.09"
"2","2","Mordor Trebuchet","ltr","Near Mint","English","","","2024-11-08 11:53:49.957000","97","False","False",""
"1","1","Morkrut Banshee","inr","Near Mint","Spanish","","","2025-01-25 23:31:44.790000","125","False","False",""
"1","1","Mornsong Aria","ecl","Near Mint","Spanish","","","2026-01-19 17:35:55.460000","111","False","False","1.58"
"1","1","Mortipede","rav","Near Mint","Spanish","","","2025-05-16 09:29:05.433000","96","False","False",""
"1","1","Mortuary Mire","bfz","Near Mint","English","","","2025-12-14 16:27:10.783000","240","False","False",""
"1","1","Moss Diamond","cmr","Near Mint","Spanish","","","2025-11-17 08:09:05.513000","327","False","False","0.06"
"1","1","Moss Viper","thb","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","179","False","False","0.13"
"1","1","Mossborn Hydra","fdn","Near Mint","English","","","2025-01-13 18:42:28.810000","471","False","False",""
